detector,descriptor,frame_index,track_id,keypoint_count,match_count,filtered_match_count,num_pairs,ttc_camera
SIFT,SIFT,14,1,2048,92,90,484,9.1767
SHITOMASI,BRIEF,14,1,1640,97,96,798,11.9443
SHITOMASI,ORB,14,1,1609,89,87,642,12.1280
SHITOMASI,FREAK,14,1,1682,75,75,519,12.4289
SHITOMASI,AKAZE,14,1,1886,95,95,772,12.6567
SHITOMASI,SIFT,14,1,1886,96,96,791,13.1719
HARRIS,BRIEF,15,1,1137,44,44,25,11.6948
HARRIS,ORB,15,1,1123,44,44,25,11.6948
HARRIS,FREAK,15,1,1141,42,40,24,11.7573
HARRIS,AKAZE,15,1,1168,45,45,35,11.1055
HARRIS,SIFT,15,1,1168,45,45,35,11.2036
FAST,BRIEF,15,1,904,63,63,543,12.1010
FAST,ORB,15,1,890,60,60,480,11.7063
FAST,FREAK,15,1,915,53,51,351,12.2033
FAST,AKAZE,15,1,971,64,64,566,11.8569
FAST,SIFT,15,1,971,64,64,563,11.8675
BRISK,BRIEF,15,1,3024,199,199,4513,11.3066
BRISK,ORB,15,1,2998,180,178,3715,11.8305
BRISK,FREAK,15,1,2497,162,159,2741,13.4952
BRISK,AKAZE,15,1,3074,161,146,2310,15.1858
BRISK,SIFT,15,1,3074,199,198,4315,15.4283
ORB,BRIEF,15,1,500,50,50,234,10.2706
ORB,ORB,15,1,500,48,48,206,10.8881
ORB,FREAK,15,1,186,25,25,16,8.5900
ORB,AKAZE,15,1,500,43,37,79,8.7309
ORB,SIFT,15,1,500,49,45,176,63.7824
AKAZE,BRIEF,15,1,1544,121,121,1880,9.0523
AKAZE,ORB,15,1,1534,113,112,1635,9.1507
AKAZE,FREAK,15,1,1544,115,112,1557,9.1694
AKAZE,AKAZE,15,1,1544,110,107,1392,10.1669
AKAZE,SIFT,15,1,1544,116,115,1699,9.5985
SIFT,BRIEF,15,1,1829,110,108,851,8.9427
SIFT,ORB,15,1,1793,101,95,688,9.3297
SIFT,FREAK,15,1,1856,84,81,504,8.8494
SIFT,AKAZE,15,1,2044,29,28,83,10.4683
SIFT,SIFT,15,1,2044,94,91,680,9.3003
SHITOMASI,BRIEF,15,1,1707,88,88,705,11.7063
SHITOMASI,ORB,15,1,1676,85,84,648,10.6930
SHITOMASI,FREAK,15,1,1747,72,71,555,10.4901
SHITOMASI,AKAZE,15,1,1957,89,89,730,11.0903
SHITOMASI,SIFT,15,1,1957,92,91,823,11.4605
HARRIS,BRIEF,16,1,847,70,70,196,10.1347
HARRIS,ORB,16,1,842,69,69,186,9.5436
HARRIS,FREAK,16,1,857,61,59,154,9.6869
HARRIS,AKAZE,16,1,878,71,71,218,11.2833
HARRIS,SIFT,16,1,878,71,71,218,10.1347
FAST,BRIEF,16,1,953,57,56,406,11.7281
FAST,ORB,16,1,939,57,57,417,11.6181
FAST,FREAK,16,1,967,43,42,227,11.3220
FAST,AKAZE,16,1,1035,61,61,507,9.6869
FAST,SIFT,16,1,1035,61,61,507,9.7670
BRISK,BRIEF,16,1,3081,195,193,4075,11.0342
BRISK,ORB,16,1,3051,169,164,3036,9.7861
BRISK,FREAK,16,1,2564,162,156,2442,9.6479
BRISK,AKAZE,16,1,3131,161,143,2314,9.9002
BRISK,SIFT,16,1,3131,193,189,3960,9.2961
ORB,BRIEF,16,1,500,50,50,295,12.2523
ORB,ORB,16,1,500,50,50,295,8.4161
ORB,FREAK,16,1,185,25,25,29,9.6657
ORB,AKAZE,16,1,500,34,32,63,6.9333
ORB,SIFT,16,1,500,47,46,216,8.2465
AKAZE,BRIEF,16,1,1563,123,122,2058,10.1595
AKAZE,ORB,16,1,1553,116,115,1809,9.8541
AKAZE,FREAK,16,1,1563,115,111,1714,9.4508
AKAZE,AKAZE,16,1,1563,119,118,1918,9.7041
AKAZE,SIFT,16,1,1563,123,122,1858,10.0493
SIFT,BRIEF,16,1,1854,109,109,886,8.9801
SIFT,ORB,16,1,1815,94,92,657,9.0688
SIFT,FREAK,16,1,1878,92,92,645,8.8699
SIFT,AKAZE,16,1,2090,36,33,122,9.3503
SIFT,SIFT,16,1,2090,97,89,639,9.1350
SHITOMASI,BRIEF,16,1,1646,95,95,815,8.4166
SHITOMASI,ORB,16,1,1619,94,92,824,8.3758
SHITOMASI,FREAK,16,1,1682,80,76,567,10.3470
SHITOMASI,AKAZE,16,1,1888,104,103,989,9.4070
SHITOMASI,SIFT,16,1,1888,96,96,832,8.1612
HARRIS,BRIEF,17,1,348,51,48,30,nan
HARRIS,ORB,17,1,347,48,45,0,nan
HARRIS,FREAK,17,1,349,41,40,0,nan
HARRIS,AKAZE,17,1,363,50,48,30,nan
HARRIS,SIFT,17,1,363,49,48,30,nan
FAST,BRIEF,17,1,928,59,58,494,12.4249
FAST,ORB,17,1,919,58,57,477,7.8812
FAST,FREAK,17,1,940,44,44,270,9.9550
FAST,AKAZE,17,1,1018,61,61,533,12.9681
FAST,SIFT,17,1,1018,61,61,533,10.0619
BRISK,BRIEF,17,1,3097,240,239,6895,10.3923
BRISK,ORB,17,1,3076,206,202,4959,9.6230
BRISK,FREAK,17,1,2568,192,187,4055,9.0841
BRISK,AKAZE,17,1,3135,186,165,3232,10.7492
BRISK,SIFT,17,1,3135,235,235,6255,9.9536
ORB,BRIEF,17,1,500,51,51,265,15.9547
ORB,ORB,17,1,500,49,49,225,8.2950
ORB,FREAK,17,1,188,21,20,2,nan
ORB,AKAZE,17,1,500,33,31,62,7.7989
ORB,SIFT,17,1,500,42,41,136,8.4545
AKAZE,BRIEF,17,1,1561,132,132,2393,9.4517
AKAZE,ORB,17,1,1556,127,127,2280,9.2395
AKAZE,FREAK,17,1,1561,122,119,1943,9.3986
AKAZE,AKAZE,17,1,1561,125,120,1982,9.1372
AKAZE,SIFT,17,1,1561,131,131,2334,9.1288
SIFT,BRIEF,17,1,1845,99,98,894,9.1341
SIFT,ORB,17,1,1807,89,86,717,8.7884
SIFT,FREAK,17,1,1862,85,80,600,8.9452
SIFT,AKAZE,17,1,2095,28,28,125,8.6126
SIFT,SIFT,17,1,2095,85,84,689,8.9452
SHITOMASI,BRIEF,17,1,1683,96,95,776,8.9769
SHITOMASI,ORB,17,1,1660,91,91,694,10.3254
SHITOMASI,FREAK,17,1,1716,82,76,527,11.1081
SHITOMASI,AKAZE,17,1,1919,95,95,763,9.5917
SHITOMASI,SIFT,17,1,1919,96,95,811,10.0942
HARRIS,BRIEF,18,1,447,37,37,20,12.1132
HARRIS,ORB,18,1,446,37,36,20,12.1665
HARRIS,FREAK,18,1,450,34,34,20,12.1665
HARRIS,AKAZE,18,1,459,37,37,20,12.2131
HARRIS,SIFT,18,1,459,37,37,20,12.1665
FAST,BRIEF,18,1,920,67,67,710,10.3963
FAST,ORB,18,1,905,63,62,607,8.7648
FAST,FREAK,18,1,940,51,51,369,11.2823
FAST,AKAZE,18,1,1012,67,67,682,11.4749
FAST,SIFT,18,1,1012,68,68,733,10.9211
BRISK,BRIEF,18,1,3100,243,243,7051,9.6997
BRISK,ORB,18,1,3073,206,202,5146,10.7895
BRISK,FREAK,18,1,2585,198,194,4763,11.0702
BRISK,AKAZE,18,1,3146,189,170,3385,11.7043
BRISK,SIFT,18,1,3146,243,238,6719,12.0654
ORB,BRIEF,18,1,500,48,48,186,13.5355
ORB,ORB,18,1,500,46,41,97,17.0851
ORB,FREAK,18,1,174,26,26,6,4.8309
ORB,AKAZE,18,1,500,39,36,56,5.4720
ORB,SIFT,18,1,500,46,45,149,9.4558
AKAZE,BRIEF,18,1,1569,126,126,2037,8.7425
AKAZE,ORB,18,1,1558,115,114,1621,8.6253
AKAZE,FREAK,18,1,1569,116,114,1640,8.7928
AKAZE,AKAZE,18,1,1569,116,116,1649,9.0268
AKAZE,SIFT,18,1,1569,126,126,1909,8.7936
SIFT,BRIEF,18,1,1918,113,112,1106,9.5654
SIFT,ORB,18,1,1874,95,91,754,9.0874
SIFT,FREAK,18,1,1942,98,97,718,9.0852
SIFT,AKAZE,18,1,2160,30,28,129,8.9161
SIFT,SIFT,18,1,2160,94,89,650,8.8186
SHITOMASI,BRIEF,18,1,1767,106,106,1153,9.3397
SHITOMASI,ORB,18,1,1731,102,100,959,9.8726
SHITOMASI,FREAK,18,1,1818,87,86,786,11.0102
SHITOMASI,AKAZE,18,1,2057,108,108,1224,10.3068
SHITOMASI,SIFT,18,1,2057,108,108,1225,10.0692
